ArtikelNr,groesse,ReferenzNr,Index,Bestand
28571,"26 Zoll",63397,0,
28689,-,63398,0,
28690,-,63399,0,
28691,S,63400,0,
28694,M,63403,0,
28695,S,63404,1,
28696,-,63405,0,
28697,"2,5 Liter",63406,0,
28698,"4 Liter",63407,0,1.0
28699,"6,5 Liter",63408,0,
28700,"9 Liter",63409,0,1.0
28701,"15 Liter",63410,0,
28702,"20 Liter",63411,0,
28703,"30 Liter",63412,0,
28704,universal,63413,0,2.0
28705,S,63414,0,
28706,M,63415,0,
28707,L,63416,0,
28708,"104 Kinder",63419,1,
28708,"116 Kinder",63420,2,
28708,"128 Kinder",63421,3,
28708,"140 Kinder",63422,4,
28708,"152 Kinder",63423,5,
28709,"104 Kinder",63424,0,
28709,"116 Kinder",63425,1,
28709,"128 Kinder",63426,2,
28709,"140 Kinder",63427,3,
28709,"152 Kinder",63428,4,
28710,-,63429,2,
28710,"152 Kinder",63430,0,
28711,-,63431,0,
28712,-,63432,0,
28713,-,63433,0,
28714,-,63434,0,
28715,"W 28",63435,0,
28715,"W 30",63436,1,
28715,"W 32",63437,2,
28715,"W 34",63438,3,
28715,"W 36",63439,4,
28715,"W 38",63440,5,
27853,"38,0 EUR",63441,8,
27853,"38,5 EUR",63442,9,
27853,"39,0 EUR",63443,10,
28716,M,63444,2,
28716,L,63445,3,
28716,XL,63446,4,
28716,XXL,63447,5,
28716,XS,63448,0,
28716,S,63449,1,
28717,"11 Liter",63450,0,
28718,-,63451,0,
28719,-,63452,0,
7404,-,63453,0,
28721,XL,63455,0,
28722,XL,63456,0,
28723,XL,63457,0,
28724,XS,63458,0,
28725,S,63459,0,
27853,"34,0 EUR",63460,0,
27853,"34,5 EUR",63461,1,
27853,"35,0 EUR",63462,2,
27853,"35,5 EUR",63463,3,
27853,"36,0 EUR",63464,4,
27853,"36,5 EUR",63465,5,
27853,"37,0 EUR",63466,6,
27853,"37,5 EUR",63467,7,
27853,"41,5 EUR",63468,15,
27853,"42,0 EUR",63469,16,
27853,"44,0 EUR",63470,20,
27853,"45,0 EUR",63471,22,
28726,"40,0 EUR",63480,0,
28726,"40,5 EUR",63481,1,
28726,"41,0 EUR",63482,2,
28726,"41,5 EUR",63483,3,
28726,"42,0 EUR",63484,4,
28726,"42,5 EUR",63485,5,
28726,"43,0 EUR",63486,6,
28726,"43,5 EUR",63487,7,
28726,"44,0 EUR",63488,8,
28726,"44,5 EUR",63489,9,
28726,"45,0 EUR",63490,10,
28726,"45,5 EUR",63491,11,
28726,"46,0 EUR",63492,12,
28726,"46,5 EUR",63493,13,
28726,"47,0 EUR",63494,14,
28726,"48,0 EUR",63496,15,
28727,"36,0 EUR",63497,0,
28727,"36,5 EUR",63498,1,
28727,"37,0 EUR",63499,2,
28727,"37,5 EUR",63500,3,
28727,"38,0 EUR",63501,4,
28727,"38,5 EUR",63502,5,
28727,"39,0 EUR",63503,6,
28727,"39,5 EUR",63504,7,
28727,"40,0 EUR",63505,8,
28727,"40,5 EUR",63506,9,
28727,"41,0 EUR",63507,10,
28727,"41,5 EUR",63508,11,
28727,"42,0 EUR",63509,12,
28727,"42,5 EUR",63510,13,
28727,"43,0 EUR",63511,14,
28728,XS,63512,0,
28728,S,63513,1,
28728,M,63514,2,
28728,L,63515,3,
28728,XL,63516,4,
28729,"140 Kinder",63517,0,
28730,35-36,63518,0,
28730,37-38,63519,1,
28730,39-41,63520,2,
28730,42-43,63521,3,
28730,44-45,63522,4,
28730,46-48,63523,5,
28731,S,63524,0,
28731,M,63525,1,
28731,L,63526,2,
28731,XL,63527,3,
28731,XXL,63528,4,
28732,44-46,63529,0,
28733,-,63530,0,
28734,"59 cm",63531,1,
28736,S/M,63532,0,
28736,M/L,63533,1,
28739,S,63536,0,
28739,M,63537,1,
28739,L,63538,2,
28737,S,63539,0,
28737,M,63540,1,
28737,L,63541,2,
28738,S,63542,0,
28738,M,63543,1,
28740,S,63544,0,
28740,M,63545,1,
28740,L,63546,2,
28742,"13 Liter",63550,0,
28743,"13 Liter",63551,0,
15437,S,63552,0,
15437,M,63553,1,
15437,L,63554,2,
15437,XL,63555,3,
15437,XXL,63556,4,
15437,XXXL,63557,5,
21565,XXL,63558,4,
21565,S,63559,0,
28744,S,63560,0,
28744,M,63561,1,
28744,L,63562,2,
28744,XL,63563,3,
28744,XXL,63564,4,
17854,S,63565,0,
17854,M,63566,1,
17854,L,63567,2,
17854,XL,63568,3,
17854,XXL,63569,4,
28746,"34 Damen",63571,0,
28746,"36 Damen",63572,1,
28746,"38 Damen",63573,2,
28746,"40 Damen",63574,3,
28746,"42 Damen",63575,4,
17865,"11 Handschuhe",63576,4,
28747,"6 Handschuhe",63577,0,
28747,"7 Handschuhe",63578,1,
28747,"8 Handschuhe",63579,2,
28747,"9 Handschuhe",63580,3,
28747,"10 Handschuhe",63581,4,
28747,"11 Handschuhe",63582,5,
14510,M,63583,0,
26709,S,63584,0,
26709,M,63585,1,
26709,L,63586,2,
26709,XL,63587,3,
26709,XXL,63588,4,
28748,S,63589,0,
28748,M,63590,1,
28748,L,63591,2,
28748,XL,63592,3,
28748,XXL,63593,4,
27510,M,63594,1,
28749,S,63595,0,
28749,M,63596,1,
28749,L,63597,2,
28749,XL,63598,3,
28749,XXL,63599,4,
28751,-,63600,0,
28752,"7,0 USA Men",63601,0,
28752,"8,0 USA Men",63602,1,
28752,"9,0 USA Men",63603,2,
28752,"10,0 USA Men",63604,3,
28752,"11,0 USA Men",63605,4,
28752,"12,0 USA Men",63606,5,
28752,"13,0 USA Men",63607,6,
28752,"14,0 USA Men",63608,7,
28753,-,63610,0,
28753,-,63611,1,
28754,42-43,63612,0,
28755,universal,63613,0,
21232,-,63614,0,
21233,"195 cm",63615,0,
28756,"195 cm",63617,0,
28757,"4,5 UK",63618,2,
28757,"5,0 UK",63619,3,
28759,-,63621,0,
28760,"152 Kinder",63622,4,
28760,"104 Kinder",63623,0,
28760,"116 Kinder",63624,1,
28760,"128 Kinder",63625,2,
28760,"140 Kinder",63626,3,
28761,universal,63628,0,
28762,S,63629,1,
28762,M,63630,2,
28762,L,63631,3,
28762,XL,63632,4,
28763,-,63633,0,
28764,"41 Liter",63634,0,
28765,L,63635,2,
28765,M,63636,1,
28765,S,63637,0,
28765,XL,63638,3,
28765,XXL,63639,4,
28766,S,63640,1,
28766,XL,63641,4,
28766,L,63642,3,
28766,M,63643,2,
28766,XXL,63644,5,
28766,XXXL,63645,6,
28766,XS,63646,0,
28767,"7,0 USA Men",63647,0,
28767,"8,0 USA Men",63649,1,
28767,"9,0 USA Men",63651,2,
28767,"10,0 USA Men",63653,3,
28767,"11,0 USA Men",63655,4,
28767,"12,0 USA Men",63657,5,
28767,"13,0 USA Men",63658,6,
28767,"14,0 USA Men",63659,7,
16292,"5,0 USA Damen",63661,0,
16292,"6,0 USA Damen",63663,1,
16292,"7,0 USA Damen",63665,2,
16292,"8,0 USA Damen",63667,3,
16292,"9,0 USA Damen",63669,4,
16292,"10,0 USA Damen",63671,5,
16292,"11,0 USA Damen",63673,6,
19051,"7,0 USA Men",63674,0,
19051,"8,0 USA Men",63676,1,
19051,"9,0 USA Men",63678,2,
19051,"10,0 USA Men",63680,3,
19051,"11,0 USA Men",63682,4,
19051,"12,0 USA Men",63684,5,
19051,"13,0 USA Men",63685,6,
19051,"14,0 USA Men",63686,7,
21809,"7,0 USA Men",63687,0,
21809,"8,0 USA Men",63689,1,
21809,"9,0 USA Men",63691,2,
21809,"10,0 USA Men",63693,3,
21809,"11,0 USA Men",63695,4,
21809,"12,0 USA Men",63697,5,
21809,"13,0 USA Men",63698,6,
21809,"14,0 USA Men",63699,7,
28769,-,63700,0,
28770,XL,63701,0,
26728,-,63703,0,
28772,XS,63704,0,
28772,S,63705,1,
28772,M,63706,2,
28772,L,63707,3,
28772,XL,63708,4,
28772,XXL,63709,5,
28773,XXL,63710,1,
28774,XL,63711,0,
28775,XL,63712,4,
28775,L,63713,3,
28775,XS,63714,0,
28775,S,63715,1,
28775,M,63716,2,
28776,-,63717,0,
28777,"38 Damen",63718,0,
28779,"5,5 UK",63720,0,
28779,"6,0 UK",63724,1,
28779,"6,5 UK",63725,2,
28781,-,63727,0,
28782,"0,5 Liter",63728,0,
28783,-,63729,0,
28784,"25 Liter",63730,0,
28785,"8 Liter",63731,0,1.0
28786,"8 Liter",63732,0,
28787,M,63733,2,
28787,L,63734,3,
28787,XL,63735,4,
28787,XS,63736,0,
28787,S,63737,1,
28788,M,63738,2,
28788,L,63739,3,
28788,XL,63740,4,
28788,XS,63741,0,
28788,S,63742,1,
28789,M,63743,2,
28789,L,63744,3,
28789,XL,63745,4,
28789,XS,63746,0,
28789,S,63747,1,
28790,M,63748,2,
28790,L,63749,3,
28790,XL,63750,4,
28790,XS,63751,0,
28790,S,63752,1,
28791,XL,63754,0,
28792,"176 Kinder",63757,0,
28793,-,63758,0,
28794,universal,63759,0,
28795,"1,0 Liter",63760,0,
28734,"56 cm",63761,0,
28796,"9 Handschuhe",63762,0,
28797,"59 cm",63763,1,
28797,"56 cm",63764,0,
28798,S,63765,0,
28798,M,63766,1,
28798,L,63767,2,
28798,XL,63768,3,
28798,XXL,63769,4,
28799,"34 Damen",63770,0,
28799,"36 Damen",63771,1,
28799,"38 Damen",63772,2,
28799,"40 Damen",63773,3,
28799,"42 Damen",63774,4,
28799,"44 Damen",63775,5,
28799,"46 Damen",63776,6,
28799,"48 Damen",63777,7,
26201,"48 Damen",63779,8,
26201,"50 Damen",63780,0,
28800,39-40,63781,0,
28773,XL,63782,0,
28801,"7,0 UK",63784,0,
28802,L,63785,0,
28803,M,63786,0,
28805,-,63787,0,
28805,L,63788,1,
28806,-,63789,0,
28806,L,63790,1,
28807,"30 Liter",63791,0,
28808,"7,0 USA Men",63792,0,
28808,"8,0 USA Men",63793,1,
28808,"9,0 USA Men",63794,2,
28808,"10,0 USA Men",63795,3,
28808,"11,0 USA Men",63796,4,
28808,"12,0 USA Men",63797,5,
28808,"13,0 USA Men",63798,6,
28808,"14,0 USA Men",63799,7,
28808,"15,0 USA Men",63800,8,
28809,-,63801,0,
28810,-,63802,0,
28811,-,63803,0,
28813,-,63805,0,
28814,"9,0 USA Damen",63806,0,
28815,-,63808,0,
28816,XXL,63814,0,
28817,XS,63815,0,
28817,S,63816,1,
28817,M,63817,2,
28817,L,63818,3,
28817,XL,63819,4,
28818,-,63820,0,
28819,-,63821,0,
28820,XS,63822,0,
28821,XS,63823,0,
28822,"40,0 EUR",63824,0,
28822,"41,0 EUR",63826,1,
28822,"42,0 EUR",63828,2,
28822,"43,0 EUR",63830,3,
28822,"44,0 EUR",63832,4,
28822,"45,0 EUR",63834,5,
28822,"46,0 EUR",63836,6,
28822,"47,0 EUR",63838,7,
28823,"47,0 EUR",63839,0,
28824,XS,63840,0,
28824,S,63841,1,
28824,M,63842,2,
28824,L,63843,3,
28824,XL,63844,4,
28824,XXL,63845,5,
28826,-,63847,0,
28827,-,63848,0,
28828,XS,63849,0,
28829,"46 Herren",63850,0,
28829,"48 Herren",63851,1,
28829,"50 Herren",63852,2,
28829,"52 Herren",63853,3,
28829,"54 Herren",63854,4,
28829,"56 Herren",63855,5,
28829,"58 Herren",63856,6,
28830,M,63857,0,
28277,"7,5 UK",63858,2,
28831,-,63860,0,
28832,S,63861,1,
28832,M,63862,2,
28832,L,63863,3,
28832,XL,63864,4,
28833,S,63866,0,
28833,M,63867,1,
28833,L,63868,2,
28833,XL,63869,3,
28833,XXL,63870,4,
28834,S,63872,0,
28834,M,63873,1,
28834,L,63874,2,
28834,XL,63875,3,
28834,XXL,63876,4,
28834,XXXL,63877,5,
28834,XXXXL,63878,6,
28835,S,63879,0,
28835,M,63880,1,
28835,L,63881,2,
28836,42-43,63884,1,
28836,39-41,63885,0,
28837,"200x160 cm",63886,0,
28839,"30 Liter",63888,0,
28840,"30 Liter",63889,0,
28841,"30 Liter",63890,0,
28842,"18 Liter",63891,0,
28843,"40 Liter",63892,0,
28844,"40 Liter",63893,0,
28845,"60 Liter",63894,0,
28846,"23 Liter",63895,0,
28847,"23 Liter",63896,0,
28848,-,63897,0,
28849,L,63898,0,
28850,M,63899,0,
28851,S,63900,0,
28853,-,63901,0,
28852,-,63902,0,
28854,-,63903,0,
28855,universal,63904,0,
28856,"46 Herren",63905,1,
28856,"48 Herren",63906,2,
28856,"50 Herren",63907,3,
28856,"52 Herren",63908,4,
28856,"54 Herren",63909,5,
28856,"56 Herren",63910,6,
28856,"58 Herren",63911,7,
28856,"60 Herren",63912,8,
28856,"44 Herren",63913,0,
28857,XXS,63914,0,
28857,XS,63915,1,
28857,S,63916,2,
28857,M,63917,3,
28857,L,63918,4,
28857,XL,63919,5,
28858,"3,5 UK",63920,0,
28858,"4,0 UK",63921,1,
28858,"4,5 UK",63922,2,
28858,"5,0 UK",63923,3,
28858,"5,5 UK",63924,4,
28858,"6,0 UK",63925,5,
28858,"6,5 UK",63926,6,
28858,"7,0 UK",63927,7,
28858,"7,5 UK",63928,8,
28858,"8,0 UK",63929,9,
28858,"8,5 UK",63930,10,
28858,"9,0 UK",63931,11,
28859,"46 Herren",63932,0,
28859,"48 Herren",63933,1,
28859,"50 Herren",63934,2,
28859,"52 Herren",63935,3,
28859,"54 Herren",63936,4,
28859,"56 Herren",63937,5,
28859,"58 Herren",63938,6,
8186,"51x183x6,3",63939,0,
8187,"63x196x6,3",63940,0,
25313,"51x168x3,8",63941,0,
28860,-,63942,0,
28861,-,63943,0,
28862,L,63944,0,
28863,S,63945,0,
28863,M,63946,1,
28863,L,63947,2,
28863,XL,63948,3,
28864,S,63950,0,
28864,M,63951,1,
28864,L,63952,2,
28864,XL,63953,3,
28865,"11 Liter",63954,0,
28866,-,63955,0,
28867,-,63956,0,
20149,46-48,63957,3,
28868,universal,63959,0,
26940,XS,63960,0,
28869,-,63961,0,
28870,-,63962,0,
28871,"10 cm",63963,0,
26919,"10 cm",63965,0,
28873,-,63966,0,
21426,39-46,63967,0,
18690,S,63968,0,
21306,"9,0 UK",63969,0,
28874,-,63970,1,
28874,"9,0 UK",63971,0,
28875,36-39,63972,0,9.0
28875,40-44,63973,1,19.0
28875,45-48,63974,2,6.0
28876,"9,5 UK",63975,1,
28876,"8,5 UK",63976,0,
28877,-,63977,0,
26539,S,63978,0,
28878,"9,0 UK",63979,0,
28879,S,63980,0,
28879,M,63981,1,
28879,L,63982,3,
28879,XL,63983,4,
28879,XXL,63984,5,
28880,"22 Liter",63985,0,
28878,"9,5 UK",63986,1,
28778,"38,0 EUR",63987,0,
28778,"39,0 EUR",63989,1,
28778,"40,0 EUR",63991,2,
28778,"41,0 EUR",63993,3,
28780,"39,0 EUR",63994,0,
28780,"40,0 EUR",63996,1,
28881,S,63997,0,
28881,XXL,63998,4,
28881,M,63999,1,
28881,L,64000,2,
28881,XL,64001,3,
28872,L,64002,0,
28882,-,64003,0,
28884,-,64004,0,
28885,-,64005,0,
28883,-,64006,0,
28886,-,64007,0,
28887,-,64008,0,
28888,-,64009,0,
28889,-,64010,0,
28890,-,64011,0,
28891,XS,64012,0,
28891,S,64013,1,
28891,M,64014,2,
28891,L,64015,3,
28891,XL,64016,4,
28892,M,64017,0,
28892,L,64018,1,
28893,M,64019,0,
25455,"19 Damen",64021,0,
28895,-,64022,0,
28896,-,64023,0,
28897,-,64024,0,
28898,-,64025,0,
28899,-,64026,0,
28900,"104 Kinder",64027,0,
28900,"116 Kinder",64028,1,
28900,"128 Kinder",64029,2,
28900,"140 Kinder",64030,3,
28900,"152 Kinder",64031,4,
28901,"104 Kinder",64032,0,
28901,"116 Kinder",64033,1,
28901,"128 Kinder",64034,2,
28901,"140 Kinder",64035,3,
28901,"152 Kinder",64036,4,
28902,"104 Kinder",64037,0,
28902,"116 Kinder",64038,1,
28902,"128 Kinder",64039,2,
28902,"140 Kinder",64040,3,
28902,"152 Kinder",64041,4,
28902,"164 Kinder",64042,5,
28903,"104 Kinder",64043,0,
28903,"116 Kinder",64044,1,
28903,"128 Kinder",64045,2,
28903,"140 Kinder",64046,3,
28903,"152 Kinder",64047,4,
28903,"164 Kinder",64048,5,
28904,-,64049,0,
21551,-,64050,0,
28905,-,64051,0,
28906,S,64052,0,
28906,M,64053,1,
28906,L,64054,2,
28906,XL,64055,3,
28907,XS-M,64056,1,
28907,L-XL,64057,0,
28908,-,64058,0,
28909,-,64059,0,
28910,-,64060,0,
28911,-,64061,0,
28912,-,64062,0,
28913,-,64063,0,
28914,-,64064,0,
28915,-,64065,0,
28916,"4,0 UK",64066,0,
28916,"5,0 UK",64068,1,
28916,"6,0 UK",64070,2,
28916,"7,0 UK",64072,3,
28916,"8,0 UK",64074,4,
28916,"9,0 UK",64076,5,
28916,"10,0 UK",64078,6,
28916,"11,0 UK",64080,7,
28916,"12,0 UK",64082,8,
28916,"13,0 UK",64084,9,
28916,"14,0 UK",64086,10,
25733,"3,5 UK",64088,0,
25733,"4,0 UK",64089,1,
25733,"4,5 UK",64090,2,
25733,"5,0 UK",64091,3,
25733,"5,5 UK",64092,4,1.0
25733,"6,0 UK",64093,5,1.0
25733,"6,5 UK",64094,6,1.0
25733,"7,0 UK",64095,7,1.0
25733,"7,5 UK",64096,8,1.0
25733,"8,0 UK",64097,9,1.0
25733,"8,5 UK",64098,10,2.0
25733,"9,0 UK",64099,11,1.0
25733,"9,5 UK",64100,12,
25733,"10,0 UK",64101,13,
5815,"9,0 UK",64102,11,
5815,"3,5 UK",64103,0,
5815,"4,0 UK",64104,1,
5818,"6,0 UK",64106,0,
5818,"6,5 UK",64107,1,
5818,"7,0 UK",64108,2,
28918,"3,5 UK",64109,0,
28918,"4,0 UK",64110,1,
28918,"4,5 UK",64111,2,
28918,"5,0 UK",64112,3,
28918,"5,5 UK",64113,4,
28918,"6,0 UK",64114,5,
28918,"6,5 UK",64115,6,
28918,"7,0 UK",64116,7,
28918,"7,5 UK",64117,8,
28918,"8,0 UK",64118,9,
28918,"8,5 UK",64119,10,
28918,"9,0 UK",64120,11,
22108,"6,0 UK",64121,0,
22108,"6,5 UK",64122,1,
22108,"7,0 UK",64123,2,
22108,"7,5 UK",64124,3,
22108,"8,5 UK",64126,5,
22108,"9,0 UK",64127,6,
22108,"9,5 UK",64128,7,
22108,"10,0 UK",64129,8,
22108,"10,5 UK",64130,9,
22108,"11,0 UK",64131,10,
22108,"11,5 UK",64132,11,
22108,"12,0 UK",64133,12,
28919,"26,0 EUR",64134,0,
28919,"27,0 EUR",64135,1,
28919,"28,0 EUR",64136,2,
28919,"29,0 EUR",64137,3,
28919,"30,0 EUR",64138,4,
28919,"31,0 EUR",64139,5,
28919,"32,0 EUR",64140,6,
28919,"33,0 EUR",64141,7,
28919,"34,0 EUR",64142,8,
28919,"35,0 EUR",64143,9,
28920,"6,0 UK",64145,0,
28920,"6,5 UK",64146,1,
28920,"7,0 UK",64147,2,
28920,"7,5 UK",64148,3,
28920,"8,0 UK",64149,4,
28920,"8,5 UK",64150,5,1.0
28920,"9,0 UK",64151,6,1.0
28920,"9,5 UK",64152,7,1.0
28920,"10,0 UK",64153,8,1.0
28920,"10,5 UK",64154,9,1.0
28920,"11,0 UK",64155,10,1.0
28920,"11,5 UK",64156,11,1.0
28920,"12,0 UK",64157,12,1.0
28921,M,64158,0,
28922,"3,5 UK",64159,0,
28922,"4,0 UK",64160,1,
28922,"4,5 UK",64161,2,
28922,"5,0 UK",64162,3,
28922,"5,5 UK",64163,4,
28922,"6,0 UK",64164,5,
28922,"6,5 UK",64165,6,
28922,"7,0 UK",64166,7,
28922,"7,5 UK",64167,8,
28922,"8,0 UK",64168,9,
28923,"6,0 UK",64169,0,
28923,"6,5 UK",64170,1,
28923,"7,0 UK",64171,2,
28923,"7,5 UK",64172,3,
28923,"8,0 UK",64173,4,
28923,"8,5 UK",64174,5,
28923,"9,0 UK",64175,6,
28923,"9,5 UK",64176,7,
28923,"10,0 UK",64177,8,
28923,"10,5 UK",64178,9,
28923,"11,0 UK",64179,10,
28923,"11,5 UK",64180,11,
28923,"12,0 UK",64181,12,
28924,"6,0 UK",64182,0,
28924,"6,5 UK",64183,1,
28924,"7,0 UK",64184,2,
28924,"7,5 UK",64185,3,
28924,"8,0 UK",64186,4,
28924,"8,5 UK",64187,5,
28924,"9,0 UK",64188,6,
28924,"9,5 UK",64189,7,
28924,"10,0 UK",64190,8,
28924,"10,5 UK",64191,9,
28924,"11,0 UK",64192,10,
28924,"11,5 UK",64193,11,
28924,"12,0 UK",64194,12,
28925,-,64195,0,
28926,-,64196,0,
28927,-,64197,0,
28928,XS,64198,0,
28928,S,64199,1,
28928,M,64200,2,
28928,L,64201,3,
28928,XL,64202,4,
28929,-,64203,0,
28930,-,64204,0,
28931,"34 Damen",64205,0,
28931,"36 Damen",64206,1,
28931,"38 Damen",64207,2,
28931,"40 Damen",64208,3,
28931,"42 Damen",64209,4,
28931,"44 Damen",64210,5,
28931,"46 Damen",64211,6,
28931,"48 Damen",64212,7,
28933,XS,64214,0,
28934,-,64215,0,
28935,"10,5 UK",64216,0,
28936,L,64217,0,
28937,S,64218,0,
28937,M,64219,1,
28937,L,64220,2,
28937,XL,64221,3,
28937,XXL,64222,4,
28938,S,64223,0,
28938,M,64224,1,
28938,L,64225,2,
28938,XL,64226,3,
28938,XXL,64227,4,
28939,S,64228,0,
28939,M,64229,1,
28939,L,64230,2,
28939,XL,64231,3,
28939,XXL,64232,4,
28940,S,64233,0,
28940,M,64234,1,
28940,L,64235,2,
28940,XL,64236,3,
28940,XXL,64237,4,
28941,-,64238,0,
28942,-,64239,0,
28943,-,64240,0,
28944,S,64241,0,
28944,M,64242,1,
28944,L,64243,2,
28944,XL,64244,3,
28944,XXL,64245,4,
28945,"176 Kinder",64246,1,
28945,"164 Kinder",64248,0,
28946,S,64249,0,
28947,"370cm x 9mm",64250,0,
28948,-,64251,0,
28949,-,64252,0,
28950,-,64253,0,
28951,-,64254,0,
28952,"5 Liter",64255,0,
28953,"20 Liter",64256,0,
28954,-,64257,0,
28955,S,64258,0,
28955,M,64259,1,
28955,L,64260,2,
28955,XL,64261,3,
28955,XXL,64262,4,
28956,"30 Liter",64263,0,
28957,"1,0 Liter",64264,0,
28958,-,64265,0,
28959,-,64266,0,
28960,-,64267,0,
28961,-,64268,0,
28962,-,64269,0,
28963,-,64270,0,
28964,"48 Herren",64272,0,
8991,L,64273,1,
8991,XL,64274,2,
8991,XXL,64275,3,
28965,M,64276,0,
28965,L,64277,1,
28965,XL,64278,2,
28965,XXL,64279,3,
28966,M,64280,0,
28966,L,64282,1,
28966,XL,64283,2,
28966,XXL,64284,3,
28967,XS,64285,21,
28968,XL,64286,0,
28967,S,64287,22,
28967,M,64288,23,
28967,L,64289,24,
28967,XL,64290,25,
28967,XXL,64291,26,
28967,"38 Damen",64293,0,
28967,"40 Damen",64294,1,
28967,"42 Damen",64295,2,
28967,"44 Damen",64296,3,
28967,"46 Damen",64297,4,
28967,"48 Damen",64298,5,
28967,"2,0 UK",64299,6,
28967,"2,5 UK",64300,7,
28967,"3,0 UK",64301,8,
28967,"3,5 UK",64302,9,
28967,"4,0 UK",64303,10,
28967,"4,5 UK",64304,11,
28967,"5,0 UK",64305,12,
28967,"5,5 UK",64306,13,
28967,"6,0 UK",64307,14,
28967,"6,5 UK",64308,15,
28967,"7,0 UK",64309,16,
28967,"7,5 UK",64310,17,
28967,"8,0 UK",64311,18,
28967,"9,0 UK",64313,19,
28967,"9,5 UK",64314,20,
25367,"13,0 UK",64315,4,
28933,S,64318,1,
28970,-,64319,0,1.0
28971,-,64320,0,
28972,-,64321,0,
28973,-,64322,0,
28974,-,64323,0,
28975,-,64324,0,
28976,-,64325,0,
28977,-,64326,0,
28978,-,64327,0,
28979,-,64328,0,
28980,-,64329,0,
28981,-,64330,0,
28982,-,64331,0,
28983,-,64332,0,
28984,-,64333,0,
28985,-,64334,0,
28986,-,64335,0,
28987,"128 Kinder",64336,1,
28988,-,64337,0,
28989,-,64338,0,
28990,-,64339,0,
28991,"375 ml",64340,0,
28992,L,64341,0,
,"195 cm",64342,45,
28994,"195 cm",64343,0,
28994,"195 cm",64344,1,
28995,XL,64346,0,
28996,S,64347,0,
28996,M,64348,1,
28996,L,64349,2,
28996,XL,64350,3,
28996,XXL,64351,4,
28997,S,64352,0,
28997,M,64353,1,
28997,L,64354,2,
28997,XL,64355,3,
28997,XXL,64356,4,
28998,"140 cm",64357,0,
28993,"195 cm",64358,0,
28999,"100 ml",64359,0,
29000,"100 ml",64360,0,
29001,"400 ml",64361,0,
29002,"400 ml",64362,0,
29003,"300 ml",64363,0,
29004,"1,0 Liter",64364,0,
29005,"12,5 UK",64365,0,
29005,"13,0 UK",64366,1,
29005,"13,5 UK",64367,2,
29005,"14,0 UK",64368,3,
29006,-,64369,0,
29007,"175 cm",64370,0,
29008,"175 cm",64371,0,
29009,S,64372,0,
29010,"140 Kinder",64373,0,
29011,"45 Liter",64374,0,
29012,-,64375,0,5.0
29013,-,64376,0,5.0
29014,-,64378,0,
29015,-,64379,0,
29016,-,64380,0,
29017,-,64381,0,
29018,-,64382,0,
29019,-,64383,0,
29021,-,64385,0,
29022,M,64386,2,
29022,L,64387,3,
29022,XS,64388,0,
29022,XL,64389,4,
29022,S,64390,1,
29023,-,64391,0,
29024,-,64392,0,
29025,-,64393,0,
29026,-,64394,0,
29027,-,64395,0,
29028,"140 Kinder",64396,0,
20064,-,64397,0,
29030,"36,0 EUR",64398,0,
29030,"37,0 EUR",64400,1,
29030,"38,0 EUR",64402,2,
29030,"39,0 EUR",64404,3,
29030,"40,0 EUR",64406,4,
29030,"41,0 EUR",64408,5,
29030,"42,0 EUR",64410,6,
29030,"43,0 EUR",64412,7,
29030,"44,0 EUR",64414,8,
29030,"45,0 EUR",64416,9,
29030,"46,0 EUR",64418,10,
29030,"47,0 EUR",64420,11,
29030,"48,0 EUR",64422,12,
29031,-,64423,0,
29032,-,64424,0,
29033,-,64425,0,
29034,-,64426,0,6.0
29035,-,64427,0,7.0
29036,-,64428,0,
29037,-,64429,0,
29038,-,64430,0,
29040,S,64432,1,
29040,M,64433,2,
29040,L,64434,3,
29040,XL,64435,4,
29040,XXL,64436,5,
29040,XS,64437,0,
29041,S,64438,0,
18199,"14,0 UK",64439,21,
29042,M,64440,1,
29042,L,64441,2,
29042,XL,64442,3,
29043,M,64443,0,
29044,"37,5 EUR",64444,0,
29045,-,64445,0,
26577,XL,64446,3,
29046,L,64447,2,
29046,XL,64448,3,
29047,S,64449,0,
29047,M,64450,1,
29047,L,64451,2,
29047,XL,64452,3,
29047,XXL,64453,4,
29048,S,64454,0,
29048,M,64455,1,
29048,L,64456,2,
29048,XL,64457,3,
29048,XXL,64458,4,
29041,M,64459,1,
29049,S,64460,0,
29050,M,64461,0,
29051,S,64462,0,
29052,XS,64463,0,
29052,S,64464,1,
29052,M,64465,2,
29052,L,64466,3,
29052,XL,64467,4,
29052,XXL,64468,5,
29053,-,64469,0,
29054,-,64470,0,
29055,M,64471,0,
29056,-,64472,0,
29057,-,64473,0,
29058,-,64474,0,
29059,-,64475,0,
29060,XL,64476,0,
29061,"116 Kinder",64478,0,
29062,"8,0 UK",64479,4,
29062,"8,5 UK",64480,5,
29062,"9,0 UK",64481,6,
29062,"9,5 UK",64482,7,
29062,"10,0 UK",64483,8,
29062,"10,5 UK",64484,9,
29062,"11,0 UK",64485,10,
29062,"11,5 UK",64486,11,
29062,"12,0 UK",64487,12,
29062,"6,0 UK",64488,0,
29062,"6,5 UK",64489,1,
29062,"7,0 UK",64490,2,
29062,"7,5 UK",64491,3,
29064,-,64495,0,
29065,universal,64496,0,
29066,L,64497,1,
29063,"125 ml",64499,0,
25930,S,64502,0,
29069,-,64503,0,
